locality,property_type,subtype,price,type_of_sale,nb_rooms,living_area,kitchen_equipped,furnished,open_fire,terrace,terrace_area,garden,garden_area,url
Sint-Pieters-Woluwe,Residence,,2650,rent,4,200,0,0,0,1,,1,45,https://immovlan.be/en/detail/residence/for-rent/1150/sint-pieters-woluwe/vbd89850
Waterloo,Apartment,,905,rent,2,70,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1410/waterloo/vbd89855
Liege,Apartment,,910,rent,2,106,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/4000/liege/vbd89859
Marcinelle,Apartment,,680,rent,1,0,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/6001/marcinelle/vbd89884
Affligem,Apartment,,750,rent,1,76,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1790/affligem/rbv33609
Wavre,Apartment,,1250,rent,2,98,0,0,0,1,8,0,0,https://immovlan.be/en/detail/apartment/for-rent/1300/wavre/vbd89856
Braine-l'Alleud,Penthouse,,2025,rent,2,130,0,0,0,1,55,0,0,https://immovlan.be/en/detail/penthouse/for-rent/1420/braine-l-alleud/vbd89914
Elsene,Apartment,,1300,rent,2,99,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89851
Colfontaine,Residence,,700,rent,2,0,0,0,0,0,0,1,,https://immovlan.be/en/detail/residence/for-rent/7340/colfontaine/vbd89806
Brussels,Apartment,,920,rent,1,31,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89839
Kain,Apartment,,900,rent,2,98,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/7540/kain/vbd89776
Liege,Apartment,,730,rent,1,58,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/4000/liege/vbd89849
Etterbeek,Apartment,,1660,rent,3,106,0,0,0,1,9,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd89846
Péruwelz,Apartment,,765,rent,2,90,0,0,0,1,20,1,,https://immovlan.be/en/detail/apartment/for-rent/7600/peruwelz/vbd89827
Estaimpuis,Residence,,925,rent,4,97,0,0,0,0,0,1,,https://immovlan.be/en/detail/residence/for-rent/7730/estaimpuis/vbd89823
Sint-Lambrechts-Woluwe,Apartment,,950,rent,1,42,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89842
Sint-Lambrechts-Woluwe,Apartment,,1120,rent,1,50,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89844
Brussels,Apartment,,950,rent,1,41,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89836
Sint-Lambrechts-Woluwe,Apartment,,1850,rent,2,78,1,1,0,1,6,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89811
Milmort,Apartment,,1130,rent,2,105,0,0,0,1,9,1,,https://immovlan.be/en/detail/apartment/for-rent/4041/milmort/vbd89808
Kortrijk,Apartment,,620,rent,1,60,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/8500/kortrijk/rwc41880
Brussels,Apartment,,1440,rent,2,80,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89838
Sint-Lambrechts-Woluwe,Apartment,,1000,rent,1,42,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89840
Mons,Residence,,975,rent,2,120,0,0,0,0,0,0,0,https://immovlan.be/en/detail/residence/for-rent/7000/mons/vbd89807
Keerbergen,Apartment,,1150,rent,2,92,0,0,0,1,15,1,,https://immovlan.be/en/detail/apartment/for-rent/3140/keerbergen/rbv33423
Watermaal-Bosvoorde,Duplex,,1500,rent,2,76,0,0,0,1,,0,0,https://immovlan.be/en/detail/duplex/for-rent/1170/watermaal-bosvoorde/vbd89766
Brussels,Duplex,,1440,rent,2,80,0,0,0,1,15,0,0,https://immovlan.be/en/detail/duplex/for-rent/1000/brussels/vbd89752
Petit-Rechain,Apartment,,840,rent,2,96,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/4800/petit-rechain/vbd89743
Elsene,Apartment,,1200,rent,2,90,0,0,0,1,4,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89763
Elsene,Apartment,,1000,rent,1,45,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89757
Brussels,Apartment,,1500,rent,1,60,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89761
Elsene,Studio,,850,rent,0,30,0,0,0,1,4,0,0,https://immovlan.be/en/detail/studio/for-rent/1050/elsene/vbd89749
Ukkel,Duplex,,1620,rent,2,130,0,0,0,1,35,0,0,https://immovlan.be/en/detail/duplex/for-rent/1180/ukkel/vbd89747
Werbomont,Residence,,850,rent,2,176,0,0,0,0,0,1,,https://immovlan.be/en/detail/residence/for-rent/4190/werbomont/vbd89772
Charleroi,Apartment,,800,rent,2,80,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/6000/charleroi/vbd89750
Berchem-Sainte-Agathe,Apartment,,1050,rent,1,80,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1082/berchem-sainte-agathe/vbd89767
Watermaal-Bosvoorde,Apartment,,1350,rent,2,78,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1170/watermaal-bosvoorde/vbd89765
Sainte-Ode,Duplex,,900,rent,3,174,0,0,0,1,,1,1,https://immovlan.be/en/detail/duplex/for-rent/6680/sainte-ode/vbd89759
Nivelles,Apartment,,1050,rent,2,96,0,0,0,1,12,0,0,https://immovlan.be/en/detail/apartment/for-rent/1400/nivelles/vbd89771
Elsene,Apartment,,1250,rent,2,90,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89740
Schaarbeek,Apartment,,1300,rent,2,74,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1030/schaarbeek/vbd89700
Brussels,Apartment,,1800,rent,0,0,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89655
Elsene,Apartment,,1700,rent,2,105,0,0,0,1,9,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89730
Erpent,Penthouse,,1200,rent,2,100,0,0,0,1,,0,0,https://immovlan.be/en/detail/penthouse/for-rent/5101/erpent/vbd89671
Sint-Gillis,Apartment,,820,rent,1,42,0,0,0,0,0,1,,https://immovlan.be/en/detail/apartment/for-rent/1060/sint-gillis/vbd89666
Libramont,Apartment,,780,rent,2,55,0,0,0,1,12,1,36,https://immovlan.be/en/detail/apartment/for-rent/6800/libramont/vbd89683
Bastogne,Apartment,,1000,rent,2,75,0,0,0,1,7,0,0,https://immovlan.be/en/detail/apartment/for-rent/6600/bastogne/vbd89698
Maizeret,Cottage,,430000,public,3,0,0,0,0,0,0,0,0,https://immovlan.be/en/detail/cottage/in-public-sale/5300/maizeret/vbd89726
Schaarbeek,Apartment,,1790,rent,0,0,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1030/schaarbeek/vbd89657
Sint-Lambrechts-Woluwe,Residence,,2570,rent,4,200,0,0,0,1,,1,77,https://immovlan.be/en/detail/residence/for-rent/1200/sint-lambrechts-woluwe/vbd89665
Sint-Joost-ten-Node,Apartment,,2400,rent,0,0,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1210/sint-joost-ten-node/vbd89660
Ukkel,Apartment,,1650,rent,2,113,1,1,0,1,11,0,0,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89718
Ukkel,Apartment,,2200,rent,3,160,0,0,0,1,16,0,0,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89681
Brussels,Apartment,,1500,rent,1,67,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89732
Antwerp,Apartment,,750,rent,1,70,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/2018/antwerp/rbv33383
Schaarbeek,Apartment,,900,rent,1,55,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1030/schaarbeek/vbd89725
Arlon,Residence,,1450,rent,3,214,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/6700/arlon/vbd89598
Maldegem,Apartment,,950,rent,3,0,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/9990/maldegem/rbv31578
Namur,Apartment,,975,rent,2,91,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/5000/namur/vbd89612
Brussels,Apartment,,2500,rent,2,140,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89617
Brussels,Apartment,,2750,rent,3,230,0,0,1,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89618
Messancy,Residence,,1400,rent,3,140,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/6780/messancy/vbd89599
Elsene,Apartment,,2585,rent,3,154,0,0,0,1,8,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89627
Visé,Apartment,,650,rent,1,48,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/4600/vise/vbd89615
Arlon,Apartment,,850,rent,1,45,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/6700/arlon/vbd89600
Antwerp,Apartment,,1750,rent,0,0,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/2000/antwerp/vbd89652
Elsene,Apartment,,2000,rent,2,105,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89616
Mechelen,Penthouse,,1350,rent,2,100,1,1,0,1,,0,0,https://immovlan.be/en/detail/penthouse/for-rent/2800/mechelen/rbv31600
Wetteren,Residence,,875,rent,2,90,0,0,0,0,0,0,0,https://immovlan.be/en/detail/residence/for-rent/9230/wetteren/rbv31576
Bonheiden,Duplex,,1200,rent,2,138,0,0,0,1,,0,0,https://immovlan.be/en/detail/duplex/for-rent/2820/bonheiden/rbv31599
Aywaille,Apartment,,690,rent,1,65,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/4920/aywaille/vbd89611
Hasselt,Apartment,,845,rent,1,63,0,0,0,1,8,0,0,https://immovlan.be/en/detail/apartment/for-rent/3500/hasselt/rwc41879
Koekelare,Residence,,1025,rent,3,0,0,0,0,1,1,1,,https://immovlan.be/en/detail/residence/for-rent/8680/koekelare/rbv31533
Visé,Apartment,,875,rent,2,108,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/4600/vise/vbd89565
Mortsel,Apartment,,995,rent,1,74,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/2640/mortsel/rbv31458
Arlon,Apartment,,1050,rent,1,88,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/6700/arlon/vbd89594
Mortsel,Apartment,,895,rent,1,65,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/2640/mortsel/rbv31457
Namur,Apartment,,780,rent,2,70,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/5000/namur/vwd16697
De Haan,Residence,,1200,rent,3,204,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/8420/de-haan/rbv31524
Meise,Apartment,,1050,rent,2,85,0,0,0,1,6,0,0,https://immovlan.be/en/detail/apartment/for-rent/1860/meise/rbv31538
Sint-Gillis,Mixed,,1150,for,0,0,1,1,0,0,0,0,0,https://immovlan.be/en/detail/mixed-building/for-rent/1060/sint-gillis/vbd89592
Tervuren,Residence,,2190,rent,4,199,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/3080/tervuren/rbv31543
Bastogne,Apartment,,950,rent,2,89,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/6600/bastogne/vbd89595
Elsene,Apartment,,820,rent,0,0,0,0,0,0,0,1,,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89593
Diegem,Duplex,,1090,rent,2,73,0,0,0,0,0,0,0,https://immovlan.be/en/detail/duplex/for-rent/1831/diegem/vbd89572
Genval,Apartment,,1490,rent,2,111,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1332/genval/vbd89564
Etterbeek,Apartment,,1000,rent,2,51,0,0,0,1,10,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd89580
Jambes,Ground,,950,for,2,91,0,0,0,1,4,0,0,https://immovlan.be/en/detail/ground-floor/for-rent/5100/jambes/vbd89560
Gérouville,Residence,,850,rent,2,1,0,0,0,0,0,1,1,https://immovlan.be/en/detail/residence/for-rent/6769/gerouville/vwd16694
Elsene,Studio,,800,rent,1,30,1,1,0,1,,0,0,https://immovlan.be/en/detail/studio/for-rent/1050/elsene/vwd16695
Kortenberg,Apartment,,1150,rent,2,75,0,0,0,0,0,1,50,https://immovlan.be/en/detail/apartment/for-rent/3070/kortenberg/vbd89528
Koekelberg,Apartment,,850,rent,1,50,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1081/koekelberg/vbd89529
Ramillies,Residence,,1750,rent,4,0,0,0,0,1,40,1,500,https://immovlan.be/en/detail/residence/for-rent/1367/ramillies/vbd89503
Evere,Apartment,,1500,rent,2,110,0,0,0,1,12,0,0,https://immovlan.be/en/detail/apartment/for-rent/1140/evere/vbd89470
Fleurus,Residence,,1120,rent,3,128,0,0,1,1,,1,,https://immovlan.be/en/detail/residence/for-rent/6220/fleurus/vbd89516
Ukkel,Apartment,,1300,rent,2,96,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89506
Elsene,Apartment,,1250,rent,2,95,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89482
Jambes,Apartment,,975,rent,2,76,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/5100/jambes/vbd89466
Sint-Lambrechts-Woluwe,Apartment,,1450,rent,2,98,0,0,0,1,5,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89471
Jette,Apartment,,950,rent,1,53,0,0,0,1,7,0,0,https://immovlan.be/en/detail/apartment/for-rent/1090/jette/rbv31385
Ukkel,Ground,,2400,for,3,167,0,0,0,1,34,0,0,https://immovlan.be/en/detail/ground-floor/for-rent/1180/ukkel/vbd89558
Sint-Jans-Molenbeek,Apartment,,1250,rent,2,100,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1080/sint-jans-molenbeek/vbd89513
Nivelles,Duplex,,730,rent,1,44,0,0,0,0,0,0,0,https://immovlan.be/en/detail/duplex/for-rent/1400/nivelles/vbd89502
Koekelare,Apartment,,675,rent,2,0,0,0,0,1,1,0,0,https://immovlan.be/en/detail/apartment/for-rent/8680/koekelare/rbv31383
Elsene,Penthouse,,950,rent,1,50,0,0,0,1,5,0,0,https://immovlan.be/en/detail/penthouse/for-rent/1050/elsene/vbd89438
Leuven,Studio,,800,rent,1,28,0,0,0,0,0,0,0,https://immovlan.be/en/detail/studio/for-rent/3000/leuven/rbv31157
Sint-Gillis,Apartment,,995,rent,0,0,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1060/sint-gillis/vbd89453
Sint-Lambrechts-Woluwe,Apartment,,1850,rent,2,78,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89441
Brussels,Apartment,,3400,rent,4,220,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89442
Tourpes,Apartment,,650,rent,2,90,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/7904/tourpes/vbd89432
Sint-Lambrechts-Woluwe,Apartment,,1750,rent,2,81,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89439
Turnhout,Apartment,,875,rent,2,93,0,0,0,1,17,0,0,https://immovlan.be/en/detail/apartment/for-rent/2300/turnhout/rbv31300
Sint-Lambrechts-Woluwe,Apartment,,2100,rent,2,97,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89440
Bonheiden,Apartment,,1175,rent,2,98,0,0,0,1,,1,,https://immovlan.be/en/detail/apartment/for-rent/2820/bonheiden/rbv31148
Koekelare,Apartment,,750,rent,2,0,0,0,0,1,1,0,0,https://immovlan.be/en/detail/apartment/for-rent/8680/koekelare/rbv31382
Ukkel,Residence,,3370,rent,5,226,0,0,0,1,3,1,110,https://immovlan.be/en/detail/residence/for-rent/1180/ukkel/rbv31376
Brussels,Apartment,,1750,rent,2,102,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/rbv31375
Péruwelz,Apartment,,495,rent,1,45,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/7600/peruwelz/vbd89431
Wiers,Residence,,800,rent,3,143,0,0,0,1,23,1,,https://immovlan.be/en/detail/residence/for-rent/7608/wiers/vbd89434
Ranst,Penthouse,,1300,rent,3,119,0,0,0,1,46,0,0,https://immovlan.be/en/detail/penthouse/for-rent/2520/ranst/rbv31163
Schaarbeek,Apartment,,1600,rent,1,52,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1030/schaarbeek/vbd89424
Willebroek,Ground,,900,for,1,65,0,0,0,1,,1,32,https://immovlan.be/en/detail/ground-floor/for-rent/2830/willebroek/rbv31051
Oudergem,Apartment,,1900,rent,3,124,0,0,0,1,,1,,https://immovlan.be/en/detail/apartment/for-rent/1160/oudergem/vbd89423
Begijnendijk,Duplex,,1025,rent,3,175,0,0,0,1,,0,0,https://immovlan.be/en/detail/duplex/for-rent/3130/begijnendijk/rbv31062
Brugge,Apartment,,945,rent,0,0,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/8000/brugge/rbv31128
Westmeerbeek,Apartment,,940,rent,2,106,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/2235/westmeerbeek/rbv31106
Kain,Apartment,,900,rent,2,98,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/7540/kain/vbd89399
Elsene,Apartment,,3400,rent,4,205,0,0,0,1,12,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89413
Brussels,Apartment,,3400,rent,4,205,0,0,0,1,12,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89412
Ukkel,Apartment,,1075,rent,1,50,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89410
Assesse,Residence,,1150,rent,4,234,0,0,0,1,,1,9,https://immovlan.be/en/detail/residence/for-rent/5330/assesse/vbd89384
Etterbeek,Penthouse,,2600,rent,2,117,1,1,0,1,13,0,0,https://immovlan.be/en/detail/penthouse/for-rent/1040/etterbeek/vbd89407
Etterbeek,Apartment,,1750,rent,2,95,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd89403
Sint-Gillis,Duplex,,1685,rent,2,143,0,0,1,1,,1,,https://immovlan.be/en/detail/duplex/for-rent/1060/sint-gillis/vbd89375
Tournai,Apartment,,500,rent,0,16,1,1,0,1,,1,,https://immovlan.be/en/detail/apartment/for-rent/7500/tournai/vbd89397
Ukkel,Penthouse,,1350,rent,2,86,0,0,0,1,9,0,0,https://immovlan.be/en/detail/penthouse/for-rent/1180/ukkel/vbd89402
Jehonville,Residence,,975,rent,2,140,0,0,0,1,,0,0,https://immovlan.be/en/detail/residence/for-rent/6880/jehonville/vwd16692
Braine-l'Alleud,Apartment,,850,rent,2,73,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1420/braine-l-alleud/vbd89310
Oudergem,Apartment,,1500,rent,2,95,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1160/oudergem/vbd89348
Wavre,Apartment,,950,rent,2,88,0,0,0,1,,1,,https://immovlan.be/en/detail/apartment/for-rent/1300/wavre/vbd89319
Wezembeek-Oppem,Apartment,,1200,rent,2,85,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1970/wezembeek-oppem/vbd89323
Sint-Lambrechts-Woluwe,Apartment,,1600,rent,2,92,0,0,0,1,11,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89331
Waarschoot,Residence,,780,rent,2,100,0,0,0,0,0,0,0,https://immovlan.be/en/detail/residence/for-rent/9950/waarschoot/rwc41869
Ukkel,Apartment,,1300,rent,2,95,0,0,0,1,12,0,0,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89347
Sint-Lambrechts-Woluwe,Apartment,,1825,rent,2,104,0,0,0,1,29,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89351
Etterbeek,Residence,,2300,rent,3,0,1,1,0,1,40,0,0,https://immovlan.be/en/detail/residence/for-rent/1040/etterbeek/vbd89373
Namur,Apartment,,750,rent,1,60,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/5000/namur/vbd89365
Elsene,Apartment,,1400,rent,2,95,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89346
Brunehaut,Residence,,950,rent,3,120,0,0,0,1,55,1,350,https://immovlan.be/en/detail/residence/for-rent/7620/brunehaut/vbd89370
Brussels,Ground,,850,for,1,60,0,0,0,0,0,0,0,https://immovlan.be/en/detail/ground-floor/for-rent/1000/brussels/vbd89314
Soignies,Apartment,,1150,rent,2,86,0,0,0,1,4,1,,https://immovlan.be/en/detail/apartment/for-rent/7060/soignies/vbd89320
Brussels,Apartment,,850,rent,1,60,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89313
Brussels,Apartment,,1475,rent,2,70,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89284
Bastogne,Apartment,,1000,rent,2,90,0,0,0,1,8,0,0,https://immovlan.be/en/detail/apartment/for-rent/6600/bastogne/vbd89273
Herentals,Apartment,,870,rent,2,70,0,0,0,1,10,0,0,https://immovlan.be/en/detail/apartment/for-rent/2200/herentals/rbv30906
Ukkel,Apartment,,1450,rent,2,110,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89309
Antwerp,Duplex,,990,rent,1,75,0,0,0,1,16,0,0,https://immovlan.be/en/detail/duplex/for-rent/2000/antwerp/rbv31011
Profondeville,Ground,,930,for,1,93,0,0,0,1,13,1,126,https://immovlan.be/en/detail/ground-floor/for-rent/5170/profondeville/vbd89294
Evergem,Apartment,,900,rent,2,100,0,0,0,1,10,0,0,https://immovlan.be/en/detail/apartment/for-rent/9940/evergem/rbv31014
Ukkel,Apartment,,1250,rent,1,66,0,0,0,1,25,0,0,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89288
Namur,Apartment,,1050,rent,2,74,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/5000/namur/vbd89295
Sint-Kruis,Ground,,795,for,1,73,0,0,0,1,6,0,0,https://immovlan.be/en/detail/ground-floor/for-rent/8310/sint-kruis/rbv30819
Elsene,Studio,,850,rent,0,45,0,0,0,0,0,0,0,https://immovlan.be/en/detail/studio/for-rent/1050/elsene/vbd89280
Oudergem,Penthouse,,2200,rent,2,130,0,0,0,1,120,0,0,https://immovlan.be/en/detail/penthouse/for-rent/1160/oudergem/vwd16691
Brussels,Penthouse,,2300,rent,3,116,0,0,0,1,18,0,0,https://immovlan.be/en/detail/penthouse/for-rent/1000/brussels/vbd89268
Brugge,Residence,,990,rent,3,116,1,1,0,1,,1,65,https://immovlan.be/en/detail/residence/for-rent/8000/brugge/rbv30898
Pulle,Duplex,,890,rent,2,98,0,0,0,1,8,0,0,https://immovlan.be/en/detail/duplex/for-rent/2243/pulle/rbv30874
Edegem,Apartment,,172000,public,2,0,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/in-public-sale/2650/edegem/vbd89290
Anderlecht,Apartment,,1700,rent,3,130,0,0,0,1,15,0,0,https://immovlan.be/en/detail/apartment/for-rent/1070/anderlecht/vbd89255
Sint-Pieters-Woluwe,Apartment,,1150,rent,2,72,0,0,0,1,6,0,0,https://immovlan.be/en/detail/apartment/for-rent/1150/sint-pieters-woluwe/vbd89259
Ouffet,Ground,,1070,for,2,110,0,0,0,1,10,1,150,https://immovlan.be/en/detail/ground-floor/for-rent/4590/ouffet/vbd89237
Etterbeek,Apartment,,1750,rent,2,97,0,0,0,1,12,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vwd16688
Embourg,Residence,,1850,rent,3,230,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/4053/embourg/vbd89206
Schaarbeek,Apartment,,1025,rent,1,62,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1030/schaarbeek/vwd16687
Sterrebeek,Apartment,,1295,rent,2,105,0,0,0,1,22,0,0,https://immovlan.be/en/detail/apartment/for-rent/1933/sterrebeek/rbv30707
Oudergem,Apartment,,1575,rent,2,88,0,0,1,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1160/oudergem/vbd89258
Hannut,Apartment,,1100,rent,2,107,0,0,0,1,13,0,0,https://immovlan.be/en/detail/apartment/for-rent/4280/hannut/rbv30630
Sint-Pieters-Woluwe,Apartment,,1250,rent,2,82,0,0,0,1,4,0,0,https://immovlan.be/en/detail/apartment/for-rent/1150/sint-pieters-woluwe/vbd89254
Wilrijk,Apartment,,1150,rent,2,106,0,0,0,1,25,0,0,https://immovlan.be/en/detail/apartment/for-rent/2610/wilrijk/rbv30637
Aubange,Residence,,1050,rent,2,150,0,0,0,0,0,1,,https://immovlan.be/en/detail/residence/for-rent/6790/aubange/vbd89176
Schaarbeek,Studio,,850,rent,0,36,0,0,0,0,0,0,0,https://immovlan.be/en/detail/studio/for-rent/1030/schaarbeek/vbd89187
Elsene,Studio,,900,rent,0,37,0,0,0,1,3,0,0,https://immovlan.be/en/detail/studio/for-rent/1050/elsene/vbd89238
Tournai,Duplex,,700,rent,1,65,0,0,0,1,25,0,0,https://immovlan.be/en/detail/duplex/for-rent/7500/tournai/vbd89181
Ougrée,Residence,,500,rent,4,126,0,0,0,1,10,1,106,https://immovlan.be/en/detail/residence/for-rent/4102/ougree/vbd89186
Elsene,Apartment,,2990,rent,1,136,1,1,0,1,4,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89107
Mettet,Apartment,,950,rent,2,100,0,0,0,1,,1,,https://immovlan.be/en/detail/apartment/for-rent/5640/mettet/vbd89174
Liege,Apartment,,600,rent,1,0,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/4000/liege/vbd89097
Leuven,Apartment,,1350,rent,2,110,0,0,0,1,20,0,0,https://immovlan.be/en/detail/apartment/for-rent/3000/leuven/rbv30529
Elsene,Apartment,,1650,rent,3,110,0,0,0,1,5,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89127
